video_id,title,channel,view_count,like_count,comment,author,reply_to,comment_likes,published_at,clean_comment,clean_title,video_label,tokens,token_count
q8FuCE2kWHo,Dieta Carnívora: A Verdade Científica que os Influencers Escondem,Endócrino e talks com Dr. Carlos Seraphim,37399,4157,"comendo pouca carne? Dependendo do que definirmos como ""carne"", a maioria das pessoas come muita carne, na forma de ultraprocessados. E aí, senhor inteligência, você esqueceu de considerar esse fator de mudança na dieta da população? Controle de variável é difícil, né? Mas assistir videozinho no celular é fácil, fácil...",@mephistomadeadeal,@CharlesBorba-j4b,0,2026-05-03T20:39:36Z,comendo pouca carne dependendo do que definirmos como carne a maioria das pessoas come muita carne na forma de ultraprocessados e a senhor inteligncia voc esqueceu de considerar esse fator de mudana na dieta da populao controle de varivel difcil n mas assistir videozinho no celular fcil fcil,dieta carnvora a verdade cientfica que os influencers escondem,both,"['comendo', 'pouca', 'carne', 'dependendo', 'que', 'definirmos', 'como', 'carne', 'maioria', 'das', 'pessoas', 'come', 'muita', 'carne', 'na', 'forma', 'de', 'ultraprocessados', 'e', 'senhor', 'inteligncia', 'voc', 'esqueceu', 'de', 'considerar', 'esse', 'fator', 'de', 'mudana', 'na', 'dieta', 'da', 'populao', 'controle', 'de', 'varivel', 'difcil', 'n', 'mas', 'assistir', 'videozinho', 'celular', 'fcil', 'fcil']",44
Fu3dOT9aP3E,Doctor Reacts To Cartoon Network Medical Scenes,Doctor Mike,10872484,184793,"""EKG Wana be!"" had me bawling 😆",@Jesusisthewaytruthandlight4eva,,0,2025-12-10T01:39:04Z,ekg wana be had me bawling,doctor reacts to cartoon network medical scenes,doctor,"['ekg', 'wana', 'bawling']",3
BLK6dV76XTQ,TikToks Your Doctor Warned You About,Doctor Mike,16410206,230437,The only thing eating an orange in the shower is gonna do is make you feel like an amazon parrot eating after being exiled in a heavy rainstorm,@mikec1159,,0,2026-01-01T04:58:43Z,the only thing eating an orange in the shower is gonna do is make you feel like an amazon parrot eating after being exiled in a heavy rainstorm,tiktoks your doctor warned you about,both,"['thing', 'eating', 'orange', 'shower', 'gonna', 'make', 'feel', 'amazon', 'parrot', 'eating', 'exiled', 'heavy', 'rainstorm']",13
JslBDMGC9Xw,Real Doctor Reacts to DOC MCSTUFFINS,Doctor Mike,12973459,389433,Can you do Batman animated series those a a lot medical issues in the show and I’m curious what are they?,@sophiepaige_09,,0,2026-01-06T01:59:06Z,can you do batman animated series those a a lot medical issues in the show and im curious what are they,real doctor reacts to doc mcstuffins,doctor,"['batman', 'animated', 'series', 'lot', 'medical', 'issues', 'show', 'im', 'curious']",9
FPy4ABZ804c,Ridiculously Absurd 5-Minute Crafts “Health Hacks”,Doctor Mike,21798210,305706,I’m more concerned about the hairline yeah that’s why my mom told me to never believe if I see you online,@fatmaalsalahat1431,,0,2026-05-16T00:40:38Z,im more concerned about the hairline yeah thats why my mom told me to never believe if i see you online,ridiculously absurd minute crafts health hacks,doctor,"['im', 'concerned', 'hairline', 'yeah', 'thats', 'mom', 'told', 'never', 'believe', 'see', 'online']",11
IVGQLxCjudM,Gallbladder Flush - The true science behind the myth,Doctor Klaper,239163,5622,Can you explain your comment? Thanks,@Gotallofthem1,@ruebenshaw,5,2024-09-24T02:19:29Z,can you explain your comment thanks,gallbladder flush the true science behind the myth,doctor,"['explain', 'thanks']",2
aRV0dpzuJcY,Fridge Vs Influencers. Zeher Kismein Hai?,Dr Jayesh Sharma,78418,2584,Watch the video about oils.,@drjayeshsharma,@soniyasharma-rv7el,0,2025-12-04T15:47:13Z,watch the video about oils,fridge vs influencers zeher kismein hai,both,['oils'],1
IVGQLxCjudM,Gallbladder Flush - The true science behind the myth,Doctor Klaper,239163,5622,"I did 1 liver flush & I already feel so great, I passed 100’s of stones. I’m hoping in the next flushes I will feel even better!",@lifewithprianca6530,,6,2025-05-18T18:39:59Z,i did liver flush i already feel so great i passed s of stones im hoping in the next flushes i will feel even better,gallbladder flush the true science behind the myth,doctor,"['liver', 'flush', 'already', 'feel', 'great', 'passed', 'stones', 'im', 'hoping', 'next', 'flushes', 'feel', 'better']",13
nOgg-_vav_8,"Food Theory: Liver King, The RAW Truth! (Carnivore Diet)",The Food Theorists,5965267,161185,"Your time stamp is 1234, also idk why he did that",@RoomtemperatureIQ-z5v,@Danimal843,0,2025-08-22T23:36:34Z,your time stamp is also idk why he did that,food theory liver king the raw truth carnivore diet,influencer,"['time', 'stamp', 'idk']",3
eGPLf4TZv0g,Doctor Reacts To Bizarre Health &quot;Hack&quot; Videos,Doctor Mike,12940800,299646,"7:18 for more easier option, just apply soap water",@P4GGIE,,0,2025-06-15T13:08:05Z,for more easier option just apply soap water,doctor reacts to bizarre health quothackquot videos,doctor,"['easier', 'option', 'apply', 'soap', 'water']",5
14vwvBvnWKo,"INSANE Wellness Influencers.. *Raw Diet, &quot;Demonic Food&quot;, &amp; Toxic Diets",Isabella Lanter,120706,4847,thanks for confirming that Diary of a CEO is in fact a trash podcast with a grifty host 😂,@alexsoontiens-olsen841,,0,2026-01-21T02:44:37Z,thanks for confirming that diary of a ceo is in fact a trash podcast with a grifty host,insane wellness influencers raw diet quotdemonic foodquot amp toxic diets,influencer,"['thanks', 'confirming', 'diary', 'ceo', 'fact', 'trash', 'podcast', 'grifty', 'host']",9
RWAKbg_CF_E,How “Health Gurus” Trick You ft Gary Brecka,Doctor Mike,1349877,50563,"Imagine gaining followers by explaining why OTHER people are wrong, someone is out there with another video explaining why you are wrong hahaha. You’re all snake oil salesmen, but you profit by giving no beneficial facts to anyone. Your profit is based off the snake oil salesman u talk about?!?! If it wasent for them, you wouldn’t even have a channel. So the question is, who is worse?",@NikSal-n4r,,0,2025-05-09T22:53:02Z,imagine gaining followers by explaining why other people are wrong someone is out there with another video explaining why you are wrong hahaha youre all snake oil salesmen but you profit by giving no beneficial facts to anyone your profit is based off the snake oil salesman u talk about if it wasent for them you wouldnt even have a channel so the question is who is worse,how health gurus trick you ft gary brecka,both,"['imagine', 'gaining', 'followers', 'explaining', 'wrong', 'someone', 'another', 'explaining', 'wrong', 'hahaha', 'youre', 'snake', 'oil', 'salesmen', 'profit', 'giving', 'beneficial', 'facts', 'anyone', 'profit', 'based', 'snake', 'oil', 'salesman', 'u', 'talk', 'wasent', 'wouldnt', 'question', 'worse']",30
a956CdkbnDk,Are Doctor Influencers POISONING Medicine? | Neurosurgeon vs Doctor Dropout,"Kevin Jubbal, M.D.",106982,3282,"I’m a junior doctor and a Mom I just envy these people who are able to do all of these and still have a thriving YouTube Chanel 😢😢😢
I need thier tips on productivity and work life balance cos….",@kole1ful,,3,2022-07-14T08:54:56Z,im a junior doctor and a mom i just envy these people who are able to do all of these and still have a thriving youtube chanel i need thier tips on productivity and work life balance cos,are doctor influencers poisoning medicine neurosurgeon vs doctor dropout,doctor,"['im', 'junior', 'mom', 'envy', 'able', 'thriving', 'chanel', 'need', 'thier', 'tips', 'productivity', 'work', 'life', 'balance', 'cos']",15
MWOgIecCPps,The Truth About Lemon Water 😲,Doctor Mike,3131184,140281,Ur full of hate man . What happened ?,@eduardorivera5465,,0,2026-02-25T13:38:00Z,ur full of hate man what happened,the truth about lemon water,doctor,"['ur', 'full', 'hate', 'man', 'happened']",5
5LLl4neKRgk,Doctor Reacts To Rough Soccer Injuries,Doctor Mike,10880256,151475,"3:39 - Sorry, but you're wrong. Footballers use plastic cleats. They have to. In fact, if you watch a substitution during a football match, you might notice the fourth official checking the bottoms of the oncoming players' boots, to ensure they're wearing legal plastic cleats.",@Revelian1982,,0,2026-01-11T17:03:04Z,sorry but youre wrong footballers use plastic cleats they have to in fact if you watch a substitution during a football match you might notice the fourth official checking the bottoms of the oncoming players boots to ensure theyre wearing legal plastic cleats,doctor reacts to rough soccer injuries,doctor,"['sorry', 'youre', 'wrong', 'footballers', 'use', 'plastic', 'cleats', 'fact', 'substitution', 'football', 'match', 'might', 'notice', 'fourth', 'official', 'checking', 'bottoms', 'oncoming', 'players', 'boots', 'ensure', 'theyre', 'wearing', 'legal', 'plastic', 'cleats']",26
VP4x4p-ON9Y,Doctor Reacts To Family Guy Medical Scenes,Doctor Mike,14662374,327954,1:50 what was the doctor doing?😂,@jjtx4514,,29,2025-06-06T13:06:29Z,what was the doctor doing,doctor reacts to family guy medical scenes,doctor,[],0
J91XCItqJbI,Doctor Reacts To Painful Medical Memes,Doctor Mike,14585739,321589,Doc why is my eye itchy?,@Darkmatter_Fire64,,1,2025-08-25T13:07:34Z,doc why is my eye itchy,doctor reacts to painful medical memes,doctor,"['doc', 'eye', 'itchy']",3
Eb4-MOubIyM,Gynecologist Debunks Viral Birth Control LIES,Mama Doctor Jones,596173,27513,There isn't an inconsistency with being anti-abortion and auntie birth control. They clearly want people to have the children. They are pro-life (not My views just saying),@ClarenceJordan-c8o,,1,2024-10-01T09:04:31Z,there isnt an inconsistency with being antiabortion and auntie birth control they clearly want people to have the children they are prolife not my views just saying,gynecologist debunks viral birth control lies,doctor,"['isnt', 'inconsistency', 'antiabortion', 'auntie', 'birth', 'control', 'clearly', 'want', 'children', 'prolife', 'views', 'saying']",12
IVGQLxCjudM,Gallbladder Flush - The true science behind the myth,Doctor Klaper,239163,5622,How did you do the flush? What was the quantity?,@lifewithprianca6530,@2nearmenot2hearme,3,2025-03-10T10:22:58Z,how did you do the flush what was the quantity,gallbladder flush the true science behind the myth,doctor,"['flush', 'quantity']",2
4apUOuJO90A,EVERYONE Has Quit Carnivore! Doctor Explains,Dr. Eric Westman - Adapt Your Life,499037,16706,It kinda sounds like to me he's saying we're too stupid to understand.😂,@janicemorris1585,,0,2026-03-16T20:52:31Z,it kinda sounds like to me hes saying were too stupid to understand,everyone has quit carnivore doctor explains,doctor,"['kinda', 'sounds', 'hes', 'saying', 'stupid', 'understand']",6
_Alg1tjXiIs,Unhinged Wellness Influencers.. Insane Health advice!,Isabella Lanter,193321,7684,"The lady talking about not eating veggies because of chemicals, but putting them on her body has to be satire.",@ninjacatknits,,0,2025-06-03T22:16:21Z,the lady talking about not eating veggies because of chemicals but putting them on her body has to be satire,unhinged wellness influencers insane health advice,influencer,"['lady', 'talking', 'eating', 'veggies', 'chemicals', 'putting', 'body', 'satire']",8
a956CdkbnDk,Are Doctor Influencers POISONING Medicine? | Neurosurgeon vs Doctor Dropout,"Kevin Jubbal, M.D.",106982,3282,"Dr Martin. The medical field is one the shittiest it has been. We need these people like Kevin Jubbal ( ex plastic surgery resident ) which clearly shows that he is capable of acquiring whatever credentials he wants to have, yet decided to pave a different new challenging path .
Yes we need real state and life advice from these people , because we are not taught financial basics in med school.
They give us so much more than for you to discredit what they do. Ali , Kevin , Rachel , Cellini , Goodman. Some are still in the medical field , some are not , but I really believe that they provide content that many of you “ board certified physicians “ don’t seem to be able to provide.",@khaledqadourah1948,,2,2022-06-18T17:36:26Z,dr martin the medical field is one the shittiest it has been we need these people like kevin jubbal ex plastic surgery resident which clearly shows that he is capable of acquiring whatever credentials he wants to have yet decided to pave a different new challenging path yes we need real state and life advice from these people because we are not taught financial basics in med school they give us so much more than for you to discredit what they do ali kevin rachel cellini goodman some are still in the medical field some are not but i really believe that they provide content that many of you board certified physicians dont seem to be able to provide,are doctor influencers poisoning medicine neurosurgeon vs doctor dropout,doctor,"['dr', 'martin', 'medical', 'field', 'shittiest', 'need', 'kevin', 'jubbal', 'ex', 'plastic', 'surgery', 'resident', 'clearly', 'shows', 'capable', 'acquiring', 'whatever', 'credentials', 'wants', 'yet', 'decided', 'pave', 'different', 'new', 'challenging', 'path', 'yes', 'need', 'real', 'state', 'life', 'advice', 'taught', 'financial', 'basics', 'med', 'school', 'give', 'us', 'much', 'discredit', 'ali', 'kevin', 'rachel', 'cellini', 'goodman', 'medical', 'field', 'believe', 'provide', 'content', 'many', 'board', 'certified', 'physicians', 'dont', 'seem', 'able', 'provide']",59
kbInpn6QWNw,‘SkinnyTok’ Influencers Have Taken Over Health and Wellness Culture—and It’s More TOXIC Than Ever,Susannah Friesen,189711,6372,lololol I did notice the same contradiction,@choichoigang,@rawentn7016,13,2026-03-11T17:44:50Z,lololol i did notice the same contradiction,skinnytok influencers have taken over health and wellness cultureand its more toxic than ever,influencer,"['lololol', 'notice', 'contradiction']",3
FPy4ABZ804c,Ridiculously Absurd 5-Minute Crafts “Health Hacks”,Doctor Mike,21798210,305706,We have these swings a lot in Switzerland 😊,@Roxinchen,,0,2026-05-11T22:19:09Z,we have these swings a lot in switzerland,ridiculously absurd minute crafts health hacks,doctor,"['swings', 'lot', 'switzerland']",3
5HYlXUbnAJY,Doctor Reacts to The Most Dangerous MrBeast Stunts,Doctor Mike,16516750,389961,"Around the three minute mark when I was 12 months old, I busted my eardrum/it basically got destroyed. None of it was left.) and not that long ago I got surgery to replace my eardrum.",@CharlieRek-d1y,,0,2025-01-14T09:50:16Z,around the three minute mark when i was months old i busted my eardrumit basically got destroyed none of it was left and not that long ago i got surgery to replace my eardrum,doctor reacts to the most dangerous mrbeast stunts,doctor,"['around', 'three', 'minute', 'mark', 'months', 'old', 'busted', 'eardrumit', 'basically', 'destroyed', 'none', 'left', 'long', 'ago', 'surgery', 'replace', 'eardrum']",17
_dQRK-q8u98,Has This Famous Carnivore Influencer Been Lying? - Doctor Reacts,Dr. Eric Westman - Adapt Your Life,417035,17844,"When first I listened to you, it was about salt.  In diet terms you included daily vegetables in large amounts.  Now you've adjusted to a more carnivore way, so I know that you will adjust to a more fat way.  Dr. Brite is of the opinion that butter is the way as per SBG.  I consume butter by the square and will continue to add butter and any other kind of fat to my diet.  Hanging onto the fat-scare is not helpful.  Fat doesn't convert to fat and women need more fat than do men.  Clearly, more research into the issue needs to happen BEFORE opinions are expressed to the contrary.  
Also, there is a proctologist on YT that supports the notion the fiber bulks up the stool and is completely unnecessary for health, in fact, may be detrimental.",@RiteOn,,1,2026-04-25T17:14:54Z,when first i listened to you it was about salt in diet terms you included daily vegetables in large amounts now youve adjusted to a more carnivore way so i know that you will adjust to a more fat way dr brite is of the opinion that butter is the way as per sbg i consume butter by the square and will continue to add butter and any other kind of fat to my diet hanging onto the fatscare is not helpful fat doesnt convert to fat and women need more fat than do men clearly more research into the issue needs to happen before opinions are expressed to the contrary also there is a proctologist on yt that supports the notion the fiber bulks up the stool and is completely unnecessary for health in fact may be detrimental,has this famous carnivore influencer been lying doctor reacts,doctor,"['first', 'listened', 'salt', 'diet', 'terms', 'included', 'daily', 'vegetables', 'large', 'amounts', 'youve', 'adjusted', 'carnivore', 'way', 'adjust', 'fat', 'way', 'dr', 'brite', 'opinion', 'butter', 'way', 'per', 'sbg', 'consume', 'butter', 'square', 'continue', 'add', 'butter', 'kind', 'fat', 'diet', 'hanging', 'onto', 'fatscare', 'helpful', 'fat', 'doesnt', 'convert', 'fat', 'women', 'need', 'fat', 'men', 'clearly', 'research', 'issue', 'needs', 'happen', 'opinions', 'expressed', 'contrary', 'proctologist', 'yt', 'supports', 'notion', 'fiber', 'bulks', 'stool', 'completely', 'unnecessary', 'health', 'fact', 'may', 'detrimental']",66
